;№ Контура;Длина, м;Измерение внутреннего конца;Измерение наружного конца;Отсечка, мкм;ДМП@ 1,55;ДМП@ 1,55;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;В* 10-4;h* 10-5;Номер заготовки;Стержень 1;Стержень 2;Диаметр стержня ср.;Диаметр стержня 1 ср.;Диаметр стержня 2 ср.;Диаметр легированной части стержня 1 ср.;Диаметр легированной части стержня 2 ср.;Диаметр канала;Диаметр канала 1;Диаметр канала 2;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Линия 1;Линия 2;Статус;Линия;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Дата вытяжки;Скорость вытяжки мин.,м|мин;Скорость вытяжки сред.,м|мин;Скорость вытяжки макс.,м|мин;Диаметр по кварцу мин,мм;Диаметр по кварцу ср.,мм;Диаметр по кварцу макс,мм;Натяжение волокна мин, гр;Натяжение волокна сред, гр;Натяжение волокна макс, гр;Диаметр покрытия 1 мин, мкм;диаметр покрытия 1 сред., мкм;диаметр покрытия 1 макс, мкм;Диаметр покрытия 2 мин, мкм;диаметр покрытия 2 сред., мкм;диаметр покрытия 2 макс, мкм;Скорость подачи заготовки в печь мин., мм|мин;Скорость подачи заготовки в печь сред., мм|мин;Скорость подачи заготовки в печь макс., мм|мин;Количество волокна на выходе в режим до полной стабилизации, м;Количество волокна снятого с процесса, м;Количество обрывов во время вытяжки, шт;Количество зафиксированных (скачков) резких измененений скорости за время вытяжки;Температура вытяжки, град *;Степень полимеризации;Степень полимеризации. Метод экстракции;Рецепт отверждения полимеров;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Номер преформы;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа
626;PS001018-A260819-3/1-5;1100;25573;25574;1383.5900000000001;7.372350000000001;7.70075;131.55;81.14500000000001;167.575;6.46;0.625;0.47000000000000003;4.984999999999999;1.6949999999999998;0.15;18.33;18.255000000000003;2.3;1.935;15.815;16.12;0.030000000000000002;0.065;7.4;0.07;PS001018-A260819-3;CK002526-D210819;CK002526-D210819;7.1675;7.1675;7.173;5.69;5.6899999999999995;7.228;7.228;7.228;Rec-CK002495-D020819;2019-08-21 08:00:00;17.3;8.7;14.2;Rec-CK002495-D020819;2019-08-21 08:00:00;17.3;8.7;14.2;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.61;197.0;181.0;2019-09-23 00:00:00;33.0;35.0;37.0;79.3;80.2;81.9;34.0;40.0;47.0;129.5;130.0;131.0;167.7;168.0;169.5;0.38;0.38;0.38;650.0;10000.0;0.0;1.0;1915.0;98.26;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-4.666666666666667e-05;-0.007226666666666667;0.007180000000000001;5.795066666666667;10.488733333333334;-4.666666666666667e-05;-0.007226666666666667;0.007180000000000001;5.795066666666667;10.488733333333334;PS001018-A260819;0.01057142857142857;2.0085714285714285;0.012428571428571428;0.011000000000000001;4.938285714285714;4.985;4.718;5.042
627;PS001018-A260819-3/1-6;1100;25575;25576;1384.185;7.3486;7.64255;131.54500000000002;81.03;167.57;6.29;0.75;0.575;6.95;1.9899999999999998;0.20500000000000002;18.4;18.490000000000002;2.62;2.0700000000000003;15.965;15.780000000000001;0.045000000000000005;0.04;7.4;0.1;PS001018-A260819-3;CK002526-D210819;CK002526-D210819;7.1675;7.1675;7.173;5.69;5.6899999999999995;7.228;7.228;7.228;Rec-CK002495-D020819;2019-08-21 08:00:00;17.3;8.7;14.2;Rec-CK002495-D020819;2019-08-21 08:00:00;17.3;8.7;14.2;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.61;197.0;181.0;2019-09-23 00:00:00;33.0;35.0;37.0;79.3;80.2;81.9;34.0;40.0;47.0;129.5;130.0;131.0;167.7;168.0;169.5;0.38;0.38;0.38;650.0;10000.0;0.0;1.0;1915.0;98.26;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-4.666666666666667e-05;-0.007226666666666667;0.007180000000000001;5.795066666666667;10.488733333333334;-4.666666666666667e-05;-0.007226666666666667;0.007180000000000001;5.795066666666667;10.488733333333334;PS001018-A260819;0.01057142857142857;2.0085714285714285;0.012428571428571428;0.011000000000000001;4.938285714285714;4.985;4.718;5.042
628;PS001018-A260819-3/1-7;1100;25577;25578;1387.815;7.36725;7.6979;131.69;81.06;167.685;6.365;0.62;0.74;5.335;1.9249999999999998;0.29000000000000004;18.174999999999997;18.314999999999998;2.605;3.0300000000000002;15.870000000000001;15.96;0.07;0.08;7.35;0.08;PS001018-A260819-3;CK002526-D210819;CK002526-D210819;7.1675;7.1675;7.173;5.69;5.6899999999999995;7.228;7.228;7.228;Rec-CK002495-D020819;2019-08-21 08:00:00;17.3;8.7;14.2;Rec-CK002495-D020819;2019-08-21 08:00:00;17.3;8.7;14.2;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.61;197.0;181.0;2019-09-23 00:00:00;33.0;35.0;37.0;79.3;80.2;81.9;34.0;40.0;47.0;129.5;130.0;131.0;167.7;168.0;169.5;0.38;0.38;0.38;650.0;10000.0;0.0;1.0;1915.0;98.26;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-4.666666666666667e-05;-0.007226666666666667;0.007180000000000001;5.795066666666667;10.488733333333334;-4.666666666666667e-05;-0.007226666666666667;0.007180000000000001;5.795066666666667;10.488733333333334;PS001018-A260819;0.01057142857142857;2.0085714285714285;0.012428571428571428;0.011000000000000001;4.938285714285714;4.985;4.718;5.042
629;PS001018-A260819-3/1-8;1100;25579;25580;1388.26;7.34265;7.693;131.56;81.04;167.70499999999998;6.245;0.5700000000000001;0.655;5.96;2.0300000000000002;0.2;18.575;18.494999999999997;2.7;3.715;15.73;16.189999999999998;0.035;0.08499999999999999;7.45;0.09;PS001018-A260819-3;CK002526-D210819;CK002526-D210819;7.1675;7.1675;7.173;5.69;5.6899999999999995;7.228;7.228;7.228;Rec-CK002495-D020819;2019-08-21 08:00:00;17.3;8.7;14.2;Rec-CK002495-D020819;2019-08-21 08:00:00;17.3;8.7;14.2;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.61;197.0;181.0;2019-09-23 00:00:00;33.0;35.0;37.0;79.3;80.2;81.9;34.0;40.0;47.0;129.5;130.0;131.0;167.7;168.0;169.5;0.38;0.38;0.38;650.0;10000.0;0.0;1.0;1915.0;98.26;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-4.666666666666667e-05;-0.007226666666666667;0.007180000000000001;5.795066666666667;10.488733333333334;-4.666666666666667e-05;-0.007226666666666667;0.007180000000000001;5.795066666666667;10.488733333333334;PS001018-A260819;0.01057142857142857;2.0085714285714285;0.012428571428571428;0.011000000000000001;4.938285714285714;4.985;4.718;5.042
630;PS001018-A260819-3/1-9;1100;25581;25582;1390.895;7.3253;7.6678;131.46499999999997;81.185;167.59;6.33;0.585;0.5900000000000001;5.475;2.105;0.21000000000000002;18.84;18.755;4.53;2.945;16.115000000000002;15.765;0.03;0.115;7.65;0.12;PS001018-A260819-3;CK002526-D210819;CK002526-D210819;7.1675;7.1675;7.173;5.69;5.6899999999999995;7.228;7.228;7.228;Rec-CK002495-D020819;2019-08-21 08:00:00;17.3;8.7;14.2;Rec-CK002495-D020819;2019-08-21 08:00:00;17.3;8.7;14.2;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.61;197.0;181.0;2019-09-23 00:00:00;33.0;35.0;37.0;79.3;80.2;81.9;34.0;40.0;47.0;129.5;130.0;131.0;167.7;168.0;169.5;0.38;0.38;0.38;650.0;10000.0;0.0;1.0;1915.0;98.26;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-4.666666666666667e-05;-0.007226666666666667;0.007180000000000001;5.795066666666667;10.488733333333334;-4.666666666666667e-05;-0.007226666666666667;0.007180000000000001;5.795066666666667;10.488733333333334;PS001018-A260819;0.01057142857142857;2.0085714285714285;0.012428571428571428;0.011000000000000001;4.938285714285714;4.985;4.718;5.042
631;PS001021-A050919-3/1-1;1050;25587;25588;1364.6399999999999;7.44835;7.7814499999999995;131.225;81.38499999999999;167.70499999999998;6.355;0.615;0.325;5.115;1.775;0.175;18.425;18.215;3.8;4.0600000000000005;16.115;15.985;0.105;0.15000000000000002;7.35;0.06;PS001021-A050919-3;CK002553-A300819;CK002566-A060919;7.1705000000000005;7.1705000000000005;7.1705000000000005;5.734999999999999;5.705;7.231;7.231;7.231;Rec-CK002233-A160118;2019-08-30 08:40:00;24.1;7.9;6.9;Rec-CK002233-A160118;2019-09-06 03:30:00;23.2;11.8;6.5;1;1.0;На контроль;;1600.0;14.2;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.24;178.0;163.0;2019-09-23 00:00:00;34.0;35.0;37.0;79.0;80.1;81.2;35.0;40.0;46.0;129.0;129.8;130.6;167.2;168.4;169.6;0.39;0.39;0.39;650.0;8000.0;0.0;0.0;1915.0;99.05;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-0.00015000000000000001;-0.007293750000000001;0.007143749999999998;5.729312500000001;10.5645625;-0.0002916666666666666;-0.007408333333333336;0.007116666666666667;5.6995000000000005;10.550833333333335;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
632;PS001021-A050919-3/1-2;1050;25589;25590;1374.315;7.45685;7.77755;131.05;81.235;167.51;6.41;0.55;0.44500000000000006;6.095000000000001;1.93;0.15;18.22;18.625;3.44;3.4800000000000004;16.165;15.965;0.14;0.15000000000000002;7.55;0.07;PS001021-A050919-3;CK002553-A300819;CK002566-A060919;7.1705000000000005;7.1705000000000005;7.1705000000000005;5.734999999999999;5.705;7.231;7.231;7.231;Rec-CK002233-A160118;2019-08-30 08:40:00;24.1;7.9;6.9;Rec-CK002233-A160118;2019-09-06 03:30:00;23.2;11.8;6.5;1;1.0;На контроль;;1600.0;14.2;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.24;178.0;163.0;2019-09-23 00:00:00;34.0;35.0;37.0;79.0;80.1;81.2;35.0;40.0;46.0;129.0;129.8;130.6;167.2;168.4;169.6;0.39;0.39;0.39;650.0;8000.0;0.0;0.0;1915.0;99.05;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-0.00015000000000000001;-0.007293750000000001;0.007143749999999998;5.729312500000001;10.5645625;-0.0002916666666666666;-0.007408333333333336;0.007116666666666667;5.6995000000000005;10.550833333333335;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
633;PS001021-A050919-3/1-3;1100;25591;25592;1377.755;7.435700000000001;7.7666;131.175;81.095;167.305;6.415;0.45999999999999996;0.6000000000000001;9.11;1.8900000000000001;0.095;18.215;18.525;2.09;2.6;16.045;16.159999999999997;0.10500000000000001;0.18;7.5;0.07;PS001021-A050919-3;CK002553-A300819;CK002566-A060919;7.1705000000000005;7.1705000000000005;7.1705000000000005;5.734999999999999;5.705;7.231;7.231;7.231;Rec-CK002233-A160118;2019-08-30 08:40:00;24.1;7.9;6.9;Rec-CK002233-A160118;2019-09-06 03:30:00;23.2;11.8;6.5;1;1.0;На контроль;;1600.0;14.2;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.24;178.0;163.0;2019-09-23 00:00:00;34.0;35.0;37.0;79.0;80.1;81.2;35.0;40.0;46.0;129.0;129.8;130.6;167.2;168.4;169.6;0.39;0.39;0.39;650.0;8000.0;0.0;0.0;1915.0;99.05;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-0.00015000000000000001;-0.007293750000000001;0.007143749999999998;5.729312500000001;10.5645625;-0.0002916666666666666;-0.007408333333333336;0.007116666666666667;5.6995000000000005;10.550833333333335;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
634;PS001021-A050919-3/1-4;1100;25593;25594;1372.925;7.4167000000000005;7.76435;131.37;81.10499999999999;167.025;6.495;0.405;0.5549999999999999;8.325;1.76;0.125;18.165;18.090000000000003;1.99;1.435;16.015;16.225;0.175;0.18;7.5;0.09;PS001021-A050919-3;CK002553-A300819;CK002566-A060919;7.1705000000000005;7.1705000000000005;7.1705000000000005;5.734999999999999;5.705;7.231;7.231;7.231;Rec-CK002233-A160118;2019-08-30 08:40:00;24.1;7.9;6.9;Rec-CK002233-A160118;2019-09-06 03:30:00;23.2;11.8;6.5;1;1.0;На контроль;;1600.0;14.2;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.24;178.0;163.0;2019-09-23 00:00:00;34.0;35.0;37.0;79.0;80.1;81.2;35.0;40.0;46.0;129.0;129.8;130.6;167.2;168.4;169.6;0.39;0.39;0.39;650.0;8000.0;0.0;0.0;1915.0;99.05;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-0.00015000000000000001;-0.007293750000000001;0.007143749999999998;5.729312500000001;10.5645625;-0.0002916666666666666;-0.007408333333333336;0.007116666666666667;5.6995000000000005;10.550833333333335;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
635;PS001021-A050919-3/1-5;1050;25595;25596;1371.0900000000001;7.40065;7.7501999999999995;131.315;81.03;166.755;6.4399999999999995;0.255;0.485;7.244999999999999;1.835;0.12;18.240000000000002;18.16;2.5300000000000002;1.9;16.19;16.155;0.185;0.175;7.55;0.09;PS001021-A050919-3;CK002553-A300819;CK002566-A060919;7.1705000000000005;7.1705000000000005;7.1705000000000005;5.734999999999999;5.705;7.231;7.231;7.231;Rec-CK002233-A160118;2019-08-30 08:40:00;24.1;7.9;6.9;Rec-CK002233-A160118;2019-09-06 03:30:00;23.2;11.8;6.5;1;1.0;На контроль;;1600.0;14.2;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.24;178.0;163.0;2019-09-23 00:00:00;34.0;35.0;37.0;79.0;80.1;81.2;35.0;40.0;46.0;129.0;129.8;130.6;167.2;168.4;169.6;0.39;0.39;0.39;650.0;8000.0;0.0;0.0;1915.0;99.05;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-0.00015000000000000001;-0.007293750000000001;0.007143749999999998;5.729312500000001;10.5645625;-0.0002916666666666666;-0.007408333333333336;0.007116666666666667;5.6995000000000005;10.550833333333335;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
636;PS001021-A050919-3/1-6;1050;25597;25598;1365.97;7.3681;7.71685;131.445;81.01;167.01999999999998;6.355;0.235;0.5549999999999999;6.535;1.85;0.1;18.48;18.47;3.0149999999999997;2.825;16.29;16.185000000000002;0.1;0.16;7.55;0.1;PS001021-A050919-3;CK002553-A300819;CK002566-A060919;7.1705000000000005;7.1705000000000005;7.1705000000000005;5.734999999999999;5.705;7.231;7.231;7.231;Rec-CK002233-A160118;2019-08-30 08:40:00;24.1;7.9;6.9;Rec-CK002233-A160118;2019-09-06 03:30:00;23.2;11.8;6.5;1;1.0;На контроль;;1600.0;14.2;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.24;178.0;163.0;2019-09-23 00:00:00;34.0;35.0;37.0;79.0;80.1;81.2;35.0;40.0;46.0;129.0;129.8;130.6;167.2;168.4;169.6;0.39;0.39;0.39;650.0;8000.0;0.0;0.0;1915.0;99.05;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-0.00015000000000000001;-0.007293750000000001;0.007143749999999998;5.729312500000001;10.5645625;-0.0002916666666666666;-0.007408333333333336;0.007116666666666667;5.6995000000000005;10.550833333333335;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
637;PS001021-A050919-3/1-7;1050;25599;25600;1382.775;7.359999999999999;7.7176;131.425;80.885;167.13;6.35;0.185;0.575;6.445;1.5350000000000001;0.16;18.130000000000003;18.1;3.11;2.745;16.265;16.174999999999997;0.22;0.16;7.35;0.11;PS001021-A050919-3;CK002553-A300819;CK002566-A060919;7.1705000000000005;7.1705000000000005;7.1705000000000005;5.734999999999999;5.705;7.231;7.231;7.231;Rec-CK002233-A160118;2019-08-30 08:40:00;24.1;7.9;6.9;Rec-CK002233-A160118;2019-09-06 03:30:00;23.2;11.8;6.5;1;1.0;На контроль;;1600.0;14.2;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.24;178.0;163.0;2019-09-23 00:00:00;34.0;35.0;37.0;79.0;80.1;81.2;35.0;40.0;46.0;129.0;129.8;130.6;167.2;168.4;169.6;0.39;0.39;0.39;650.0;8000.0;0.0;0.0;1915.0;99.05;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;95.0;2018-06-06 00:00:00;1718.0;-0.00015000000000000001;-0.007293750000000001;0.007143749999999998;5.729312500000001;10.5645625;-0.0002916666666666666;-0.007408333333333336;0.007116666666666667;5.6995000000000005;10.550833333333335;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
638;PS001021-A050919-1/1-1;1050;25665;25666;1416.04;7.3558;7.65865;131.66000000000003;81.765;167.29;6.56;1.2999999999999998;0.48;11.469999999999999;2.075;0.405;18.015;17.91;7.44;5.265;15.48;15.905000000000001;0.16;0.205;7.2;0.11;PS001021-A050919-1;CK002561-D040919;CK002552-D300819;7.17;7.17;7.169;5.7;5.675;7.231;7.231;7.231;Rec-CK002495-D020819;2019-09-03 22:40:00;23.4;12.0;13.0;Rec-CK002495-D020819;2019-08-30 09:00:00;24.1;8.4;13.5;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.78;166.0;151.0;2019-09-25 00:00:00;33.0;35.0;37.0;78.5;80.1;81.7;33.0;39.0;45.0;129.1;130.0;130.9;167.3;168.5;169.8;0.38;0.38;0.38;650.0;7000.0;0.0;0.0;1915.0;;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;111.0;2018-06-06 00:00:00;1734.0;0.00016666666666666666;-0.007388888888888889;0.007555555555555556;5.731944444444443;10.401333333333334;0.00031176470588235297;-0.007429411764705884;0.007741176470588235;5.8125294117647055;10.467588235294116;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
639;PS001021-A050919-1/1-3;1200;25667;25668;1371.17;7.2929;7.6293500000000005;131.57;81.145;167.055;6.245;0.315;0.685;6.140000000000001;2.145;0.39999999999999997;17.895000000000003;18.325000000000003;3.575;2.925;15.935;15.715;0.32;0.19;7.4;0.11;PS001021-A050919-1;CK002561-D040919;CK002552-D300819;7.17;7.17;7.169;5.7;5.675;7.231;7.231;7.231;Rec-CK002495-D020819;2019-09-03 22:40:00;23.4;12.0;13.0;Rec-CK002495-D020819;2019-08-30 09:00:00;24.1;8.4;13.5;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.78;166.0;151.0;2019-09-25 00:00:00;33.0;35.0;37.0;78.5;80.1;81.7;33.0;39.0;45.0;129.1;130.0;130.9;167.3;168.5;169.8;0.38;0.38;0.38;650.0;7000.0;0.0;0.0;1915.0;;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;111.0;2018-06-06 00:00:00;1734.0;0.00016666666666666666;-0.007388888888888889;0.007555555555555556;5.731944444444443;10.401333333333334;0.00031176470588235297;-0.007429411764705884;0.007741176470588235;5.8125294117647055;10.467588235294116;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
640;PS001021-A050919-1/1-4;900;25669;25670;1379.985;7.301550000000001;7.6404;131.54500000000002;80.94;167.26999999999998;6.235;0.48;0.5549999999999999;8.26;2.2249999999999996;0.2;18.450000000000003;18.435000000000002;3.0549999999999997;2.8600000000000003;15.629999999999999;15.91;0.27;0.155;7.699999999999999;0.11;PS001021-A050919-1;CK002561-D040919;CK002552-D300819;7.17;7.17;7.169;5.7;5.675;7.231;7.231;7.231;Rec-CK002495-D020819;2019-09-03 22:40:00;23.4;12.0;13.0;Rec-CK002495-D020819;2019-08-30 09:00:00;24.1;8.4;13.5;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.78;166.0;151.0;2019-09-25 00:00:00;33.0;35.0;37.0;78.5;80.1;81.7;33.0;39.0;45.0;129.1;130.0;130.9;167.3;168.5;169.8;0.38;0.38;0.38;650.0;7000.0;0.0;0.0;1915.0;;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;111.0;2018-06-06 00:00:00;1734.0;0.00016666666666666666;-0.007388888888888889;0.007555555555555556;5.731944444444443;10.401333333333334;0.00031176470588235297;-0.007429411764705884;0.007741176470588235;5.8125294117647055;10.467588235294116;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
641;PS001021-A050919-2/1-1;1100;25708;25709;1407.1100000000001;7.37005;7.71655;131.245;80.96000000000001;167.60500000000002;6.47;0.295;0.33;11.23;1.96;0.195;17.21;17.405;3.49;3.725;16.104999999999997;15.895;0.41;0.43;6.75;0.1;PS001021-A050919-2;CK002561-D040919;CK002559-D030919;7.183;7.183;7.172;5.675000000000001;5.675;7.244;7.244;7.244;Rec-CK002495-D020819;2019-09-03 22:40:00;23.4;12.0;13.0;Rec-CK002495-D020819;2019-09-02 22:44:00;23.6;13.0;13.2;3;3.0;На контроль;;1600.0;14.1;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.48;186.0;171.0;2019-09-26 00:00:00;33.0;35.0;38.0;78.9;80.0;81.5;34.0;40.0;46.0;129.3;130.0;130.5;167.3;168.3;169.3;0.39;0.39;0.39;650.0;10000.0;0.0;0.0;1915.0;98.07;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;121.0;2018-06-06 00:00:00;1744.0;0.00016666666666666666;-0.007388888888888889;0.007555555555555556;5.731944444444443;10.401333333333334;0.00019411764705882357;-0.007411764705882355;0.007605882352941175;5.70435294117647;10.432941176470589;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
642;PS001021-A050919-2/1-2;1100;25710;25711;1393.685;7.3491;7.6837;131.475;80.925;167.005;6.41;0.315;0.49;7.525;2.275;0.24;17.79;17.9;2.3;1.745;16.235;15.76;0.35;0.41500000000000004;7.1;0.1;PS001021-A050919-2;CK002561-D040919;CK002559-D030919;7.183;7.183;7.172;5.675000000000001;5.675;7.244;7.244;7.244;Rec-CK002495-D020819;2019-09-03 22:40:00;23.4;12.0;13.0;Rec-CK002495-D020819;2019-09-02 22:44:00;23.6;13.0;13.2;3;3.0;На контроль;;1600.0;14.1;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.48;186.0;171.0;2019-09-26 00:00:00;33.0;35.0;38.0;78.9;80.0;81.5;34.0;40.0;46.0;129.3;130.0;130.5;167.3;168.3;169.3;0.39;0.39;0.39;650.0;10000.0;0.0;0.0;1915.0;98.07;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;121.0;2018-06-06 00:00:00;1744.0;0.00016666666666666666;-0.007388888888888889;0.007555555555555556;5.731944444444443;10.401333333333334;0.00019411764705882357;-0.007411764705882355;0.007605882352941175;5.70435294117647;10.432941176470589;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
643;PS001021-A050919-2/1-3;1100;25712;25713;1384.855;7.3345;7.67725;131.615;81.07;166.89999999999998;6.335000000000001;0.36;0.32499999999999996;7.959999999999999;2.205;0.145;18.085;18.14;2.26;1.6400000000000001;16.185000000000002;15.93;0.42500000000000004;0.41500000000000004;7.25;0.1;PS001021-A050919-2;CK002561-D040919;CK002559-D030919;7.183;7.183;7.172;5.675000000000001;5.675;7.244;7.244;7.244;Rec-CK002495-D020819;2019-09-03 22:40:00;23.4;12.0;13.0;Rec-CK002495-D020819;2019-09-02 22:44:00;23.6;13.0;13.2;3;3.0;На контроль;;1600.0;14.1;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.48;186.0;171.0;2019-09-26 00:00:00;33.0;35.0;38.0;78.9;80.0;81.5;34.0;40.0;46.0;129.3;130.0;130.5;167.3;168.3;169.3;0.39;0.39;0.39;650.0;10000.0;0.0;0.0;1915.0;98.07;;;2019-09-07 00:00:00;2019-09-04 00:00:00;2019-09-07 00:00:00;121.0;2018-06-06 00:00:00;1744.0;0.00016666666666666666;-0.007388888888888889;0.007555555555555556;5.731944444444443;10.401333333333334;0.00019411764705882357;-0.007411764705882355;0.007605882352941175;5.70435294117647;10.432941176470589;PS001021-A050919;0.01042857142857143;1.9965714285714284;0.009285714285714286;0.010714285714285714;4.943428571428571;4.988;4.686;5.053
